timestamp,PKLT_CD,PKLT_NM,liveCnt,remainCnt
2025-11-23 00:15:22,171721,세종로 공영주차장(시),146,1114
2025-11-23 00:15:22,171730,종묘주차장 공영주차장(시),458,859
2025-11-23 00:15:22,171900,훈련원공원 공영주차장(시),245,628
2025-11-23 00:15:22,172051,한강진역 공영주차장(시),28,146
2025-11-23 00:15:22,172065,용산주차빌딩 공영주차장(시),117,444
2025-11-23 00:15:22,172382,봉화산역(남) 공영주차장(시),0,85
2025-11-23 00:15:22,172605,우이동 공영주차장(시),0,82
2025-11-23 00:15:22,172844,마포유수지(시),199,304
2025-11-23 00:15:22,172935,웃우물 공영주차장(시),54,25
2025-11-23 00:15:22,172937,목동체비지 공영주차장(시),22,33
2025-11-23 00:15:22,172970,방화역(서) 공영주차장(시),51,18
2025-11-23 00:15:22,172971,방화역(동) 공영주차장(시),1680,0
2025-11-23 00:15:22,172979,개화산역 공영주차장(시),222,99
2025-11-23 00:15:22,173005,가양3동 공영주차장(시),225,0
2025-11-23 00:15:22,173047,가양역 공영주차장(시),48,31
2025-11-23 00:15:22,173424,일원역 공영주차장(시),43,24
2025-11-23 00:15:22,173452,사당노외 공영주차장(시),108,75
2025-11-23 00:15:22,173553,수서역북 공영주차장(시),186,375
2025-11-23 00:15:22,173646,신천유수지 공영주차장(시),39,153
2025-11-23 00:15:22,173752,복정역 공영주차장(시),46,316
2025-11-23 00:15:22,173828,남산한옥마을 공영주차장(시),2,14
2025-11-23 00:15:22,173831,도봉산 공영주차장(시),31,111
2025-11-23 00:15:22,173840,볕우물 공영주차장(시),90,6
2025-11-23 00:15:22,173867,천호역 공영주차장(시),614,817
2025-11-23 00:15:22,881056,목동노외 공영주차장(시),0,48
2025-11-23 00:15:22,1037932,구로디지털단지역 공영주차장(시),28,63
2025-11-23 00:15:22,1040225,논현로22길(시),37,60
2025-11-23 00:15:22,1051043,구파발역 공영주차장(시),256,143
2025-11-23 00:15:22,1163833,봉천복개3 공영주차장(시),33,0
2025-11-23 00:15:22,1167546,독산동 금천교 공영주차장(시),15,0
2025-11-23 00:15:22,1208601,청계2(북2) 공영주차장(시),4,0
2025-11-23 00:15:22,1210657,청계3(북1) 공영주차장(시),9,0
2025-11-23 00:15:22,1234305,가마산고가밑 공영주차장(시),17,0
2025-11-23 00:15:22,1235522,청계3(남) 공영주차장(시),0,1
2025-11-23 00:15:22,1235665,청계6(청평화) 공영주차장(시),3,0
2025-11-23 00:15:22,1236612,남대문 화물 공영주차장(시),0,1
2025-11-23 00:15:22,1247636,신설동 공영주차장(시),38,41
2025-11-23 00:15:22,1277144,영등포구청역 공영주차장(시),58,79
2025-11-23 00:15:22,1277145,잠실역 공영주차장(시),64,293
2025-11-23 00:15:22,1277146,장안2동 공영주차장(시),64,16
2025-11-23 00:15:22,1277157,해방촌노외 공영주차장(시),0,24
2025-11-23 00:15:22,1277160,당산노외 공영주차장(시),49,187
2025-11-23 00:15:22,1277163,명일파출소 공영주차장(시),8,3
2025-11-23 00:15:22,1366527,동작대교 공영주차장(시),47,41
2025-11-23 00:15:22,1366576,개화역 공영주차장(시),338,142
2025-11-23 00:15:22,1366590,신대방역 공영주차장(시),48,12
2025-11-23 00:15:22,1366593,구로디지털단지역(상) 공영주차장(시),31,0
2025-11-23 00:15:22,1366600,학여울 공영주차장(시),88,92
2025-11-23 00:15:22,1366602,일원터널 공영주차장(시),0,11
2025-11-23 00:15:22,1366624,창동역(서) 공영주차장(시),24,82
2025-11-23 00:15:22,1366903,석계역 공영주차장(시),41,29
2025-11-23 00:15:22,1367120,동구로 공영주차장(시),41,29
2025-11-23 00:15:22,1367264,적선동 주차장(시),5,23
2025-11-23 00:15:22,1367564,해군본부앞 공영주차장(시),9,0
2025-11-23 00:15:22,1367773,가산동 금천교 공영주차장(시),25,0
2025-11-23 00:15:22,1367792,당산고가밑 공영주차장(시),15,0
2025-11-23 00:15:22,1367804,을지로 공영주차장(시),61,0
2025-11-23 00:15:22,1368955,남산공원 소월로 관광버스전용 주차장(시),7,0
2025-11-23 00:15:22,1369476,탑골공원 관광버스전용 주차장(시),1,0
2025-11-23 00:15:22,1372454,대림노외 공영주차장(시),64,29
2025-11-23 00:15:22,1372873,도봉산역 공영주차장(시),67,291
2025-11-23 00:15:22,1384198,동대문 공영주차장(시),71,1021
2025-11-23 00:15:22,1386536,서울글로벌센터 공영주차장(시),5,39
2025-11-23 00:15:22,1404936,천왕역 공영주차장(시),21,306
2025-11-23 00:15:22,1424461,DDP북측 마장로 관광버스전용 주차장(시),4,0
2025-11-23 00:15:22,1425816,동국제강 공영주차장(시),4,9
2025-11-23 00:15:22,1427633,DDP동측(양쪽) 관광버스전용 주차장(시),8,0
2025-11-23 00:15:22,1430035,남대문 초입 관광버스전용 주차장(시),3,0
2025-11-23 00:15:22,1430042,남대문 시장 관광버스전용 주차장(시),3,0
2025-11-23 00:15:22,1437917,영남 공영주차장(시),286,284
2025-11-23 00:15:22,1451364,청계7가 공영주차장(시),15,0
2025-11-23 00:15:22,1451370,동순라길(종묘) 관광버스전용 주차장(시),4,0
2025-11-23 00:15:22,1451938,청계1(북) 공영주차장(시),7,0
2025-11-23 00:15:22,1452019,청계5(북1) 공영주차장(시),9,0
2025-11-23 00:15:22,1452024,청계5(동호로_북) 공영주차장(시),6,0
2025-11-23 00:15:22,1452025,청계3(창경궁로_북1) 공영주차장(시),4,0
